Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery,Above_90
110308,France,"90-92 Barrel sample. Structure is what this wine is all about. The tannins arch over the fine fruit potential. There are tobacco, perfume and an enticing smoky character.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Domaine de Chevalier,1
110309,France,"90-92 Barrel sample. Spicy new wood opens a wine that is rather stretched, taut. The opulence of Merlot Pomerol is not there, but it has been replaced by a structured wine. When the wood calms down, this will be serious.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château la Croix de Gay,1
110580,France,"90-92 Barrel sample. Firmly balanced, the fruit coming through a dense structure. The acidity fits well with this texture, a brightness that finishes an attractive wine.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Laroque,1
110581,France,"90—92 Barrel sample. Go to this wine for freshness, crispness. It tastes like a Loire Sauvignon Blanc in its freshness, but adds to that with some toast.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Latour-Martillac,1
110582,France,"90-92 Barrel sample. There are certainly big tannins here, firmly drawn from the fruit. The wood element is a suggestion, leaving the potential of a fine, powerful wine.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Malartic-Lagravière,1
110583,France,"90-92 Barrel sample. Fresh and soft, just hinting at toast, ripe yellow fruits, only lightly touched by citrus. It is pure, vivid, but warm.",Pavillon Blanc de Château Margaux Barrel sample,91,,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Margaux,1
110584,France,"90-92 Barrel sample. Structured, tight, a mineral style of wine. The blackberry fruit flavors come through with firm tannins, a final burst of acidity.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Moulin Saint-Georges,1
110585,France,"90-92 Barrel sample. With the team of Léoville Las-Cases in charge, this is always one of the high performing Médoc properties. It is tight, dark, taking a while to open. The blackberry flavors are almost stalky, but they are softened by smoky wood.",Barrel sample,91,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Potensac,1
110586,France,"90-92 Barrel sample. A perfumed wine, floral and flowery. The spices come from wood tannins that are very present. But there are also friendly berry fruits, plum skins and final acidity.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Prieuré-Lichine,1
110587,France,"90—92 Barrel sample. Dry botrytis is the theme here, with richness rather than sweetness. Somewhere under all that dryness is acidity and flavors of sweet pears, but these are a long way off.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Suau,1
110589,France,"90—92 Barrel sample. Very modern, polished in style, a wine whose new wood doesn't mask the rich fruit. The tannins are more to do with wood than fruit. This will be delicious.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Berliquet,1
110590,France,"90-92 Barrel sample. A finely wooded wine, with a good balance between the ripe tannins, the bright berry fruits and fresh acidity.",Barrel sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Chasse-Spleen,1
110591,France,"90-92 Barrel sample. Balanced, open wine, full of ripe blackcurrant fruits. It has a fine, rich density which shows well alongside the acidity of a young wine. It finishes with delicious black fruits.",Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château d'Armailhac,1
110592,France,"90-92 Barrel sample. Lively, fresh fruit here, with a light lemon bite along with the dry botrytis element. The wine has  great vivacity, deliciously crisp to finish.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château de Malle,1
110593,France,"90-92 Barrel sample. The second wine of Léoville las-Cases is big and hearty. The fruits are solid, ripe and well balanced, with red fruits that give sweetness.",Barrel sample,91,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Clos du Marquis,1
110596,France,"90-92 Barrel sample. Smooth and ripe, with some softness as befits a second wine. The fruit is open, ripe, generous. The effect is of a fruity Merlot based wine, with just enough weight.",Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Carruades de Lafite,1
110601,France,"90—92 Barrel sample. A dark, structured wine, with dense black tannins. This second wine of Château Haut-Brion is firm, tough, solid, lightened by acidity.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Bahans Haut-Brion,1
110602,France,"90-92 Barrel sample. A rich, toffee aroma introduces a wine which is definitely sweet, with caramel and baked apple flavors. It is ripe, freshened by acidity, but generally richly sweet.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Caillou,1
110603,France,"90-92 Barrel sample. Fruity, attractively balanced wine, the spice and caramel wood flavors fitting well into the sweet, berry fruits.",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Cantemerle,1
110604,France,"90—92 Barrel sample. Blackcurants, sweet red plums, only a hint of structure, this is all about opulent fruit. Delicious.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Certan-Marzelle,1
110605,France,"90-92 Barrel sample. Initially rustic, earthy, this does show some good, solid fruit. The tannins are smooth, polished, coming into balance with the fruit.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château d'Angludet,1
110606,France,"90-92 Barrel sample. Big, ripe fruits, spiced with new wood, a big-hearted blackberry wine, sweet tannins, potentially generous.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Larcis Ducasse,1
110607,France,"90-92 Barrel sample. The slight stalky character of this wine is part of a style that works. The ripeness is a streak through the tannins, with acidity giving an already delicious lift of freshness.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Les Carmes Haut-Brion,1
110608,France,"90-92 Barrel sample. As often, Magdelaine is a wine that is on the austere side, emphasizing minerality, not showing much at this stage. The acidity is tight, opening slowly to blackcurrant flavors.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Magdelaine,1
110880,France,"90-92 Barrel sample. This is effectively no longer the second wine of Ducru-Beaucaillou, since it comes from its own vineyards. It is a dense, sculpted wine, formed around a core of chewy tannins. Currently impenetrable and black.",Barrel sample,91,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Croix de Beaucaillou,1
110884,France,"90-92 Barrel sample. Great density here, this wine is big and powerful, but all held together by rich fruit. It is concentrated, the dry tannins a part of a richer whole.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos des Jacobins,1
110891,France,"90-92 Barrel sample. Under its new name, the second wine of Haut-Brion is fruity, soft, rounded. The character is of blackcurrant and juice, finishing with a fine fresh lift.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Le Clarence de Haut-Brion,1
110894,France,"90-92 Barrel sample. There is attractive spicy wood here, piled with acidity, great blackcurrant characters. The wine is balanced, fresh and fruity.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Bourgneuf,1
110895,France,"90-92 Barrel sample. Big, ripe and jammy, this is a ripe, soft wine, showing warm black plum and fig flavors. It gives richness, a layer of spice, supported by ripe tannins.",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Camensac,1
110896,France,"90-92 Barrel sample. Forward, fresh wine, that has some good intensity as well. There is a creamy, ripe character under the freshness, hints of attractive wood.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Carbonnieux,1
110897,France,"90-92 Barrel sample. Austere and mineral, this is a tight wine, held by bonds of tannin. The structure is based upon dark plum skins, as well as potentially rich fruit.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos Fourtet,1
110898,France,"90-92 Barrel sample. Firm and austere, dark with tannins that come from a dry core, with high acid around. The fruit is juicy, but it is on the edgy, dry side. Unlike usual vintages of this wine, it seems to need aging.",Les Forts de Latour Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Latour,1
110899,France,"90—92 Barrel sample. Complex, this is a wine that is slashed through with fresh fruit, but that only enhance the dense tannins and solid structure. Yet it preserves a lightness and freshness.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Latour à Pomerol,1
110900,France,"90—92 Barrel sample. This is one of the best Pavillon Blancs for years, a sign of the quality of the Sauvignon Blanc in 2006. It combines tropical richness and denseness (it is 15% alcohol) with pink grapefruit acidity – a great mix which works well here.",Pavillon Blanc de Château Margau Barrel sample,91,,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Margaux,1
110902,France,"90—92 Barrel sample. Fresh, rich, with attractive acidity and crisp, green apple and cream flavors. Well balanced, this wine shows excellent botrytis and sweetness properly together.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château de Myrat,1
110903,France,"90-92 Barrel sample. Dry, tight tannins, the fruit a hint of berries over stalky blackcurrants. This is a dense wine, with black flavors, only a hint of a powerful future in store.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Chateau Desmirail,1
110904,France,"90-92 Barrel sample. Very jammy fruit, where the sweetness seems to dominate. It is accessible, the tannins open, opulent, with a ripe structure. It works though, as a rich wine.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Fonplégade,1
110905,France,"90—92 Barrel sample. Promoted in 2006 to Grand Cru Classé, this is a dense wine, very concentrated, more about tannin than fruit. It's hugely firm, hugely dense.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Grand Corbin-Despagne,1
110906,France,"90—92 Barrel sample. High wood aromas, the palate dominated by wood. The fruit is diminished and hidden by all this toast, giving quite a bitter aftertaste. This is wine that needs aging.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Haut-Bailly,1
113343,Australia,"From vines planted circa 1925, the wine feels thick and Portlike in the mouth at first, with bright berry fruit on the palate. The fruit lingers in the back of the throat but not so much on the palate. Nose offers yummy red clay and fruitcake aromas.",Filsell,88,25.0,South Australia,Barossa Valley,,Shiraz-Cabernet Sauvignon,Grant Burge,0
114563,US,"The name refers to Shafer discontinuing this wine, which is 92% Sangiovese, with the balance Cabernet. Sangiovese, it seems, doesn't sell. What a pity, because it's one of the best super Tuscan wines in California. The '03 is extraordinarily rich and complex, a fruit-forward wine but no bomb. It's controlled in every respect. Some of us will miss it.",Last Chance Firebreak,93,42.0,California,Napa Valley,Napa,Red Blend,Shafer,1
114962,France,"From a vineyard planted in 1892, this 100% Carignan features exciting spice-driven notes that resemble cinnamon red hots. It's a lighter, more feminine style than the other Lignère wines on the palate, but very flavorful, showing great freshness on the finish.",Pièce de Roche,90,30.0,Languedoc-Roussillon,Corbières,,Carignan,Domaine Famille Lignères,0
119422,US,"An impressive Zinfandel, notable for its complexity and charm. Exudes quintessential Zin character, with a mouthburst of red currants, black raspberry pie filling, wild cherries, sweet charred oak and masses of freshly crushed black pepper. There's even a chocolaty richness in the finish. Production of 921 cases is decent in the old-vine Zin category.",Old Vine Estate,95,36.0,California,Dry Creek Valley,Sonoma,Zinfandel,Zichichi Family Vineyard,1
120994,US,"This is a Cabernet-based Bordeaux blend with 18% Syrah, which seems to be a growing trend in California. It's a new entry into the cult sweepstakes. The wine is dry and rich in black currants, violets, sandalwood and sweet fresh herbs. It's very fine right now, although the finely ground tannins should hold it through at least 2012. Just 192 cases were produced.",,94,130.0,California,Napa Valley,Napa,Cabernet Blend,Boyanci,1
121390,US,"This is 92% Cab Franc and 8% Malbec, a lovely, aromatic expression of the two grapes together. No new wood was involved; it's designed to showcase varietal flavors of tart berries and streaks of spice and coffee. Tannins are ripe and the acids completely natural.",Cf,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Substance,0
123684,Italy,"This boutique estate was founded in 1926 by Alessio Grasso and is now run by his grandson Giuseppe. The generational shift has brought equal attention to tradition and technology and this wine shows aspects of both. Pristine aromas of wild berry, crushed peppercorn and white truffle make for a very compelling bouquet.",Bricco Luciani,92,,Piedmont,Barolo,,Nebbiolo,Cascina del Monastero,1
127778,US,"This is a blend of 92% Sauvignon Blanc and 8% Sémillon. It was partially barrel-fermented and then aged on the lees. It is a very great example of its genre, one of the best in memory. Shows intricate layers of Meyer lemons, kefir limes and white peaches, offset by crisp acidity and minerals but softened with buttercream and buttered toast. A vibrant, immaculate wine, one of the Sauvignon Blanc stars of the vintage.",,95,40.0,California,Napa Valley,Napa,Sauvignon Blanc,Illumination,1
129985,Austria,"Since 1992, Hans and Kurt Feiler have produced what they call the 1000 Series, a blend of Cabernet Franc and Merlot. This 2005 vintage follows the same theme, keeping close to a Bordeaux model, while adding extra sweetness and ripeness to the fruit. Wood aging helps soften the wine, but it is also a question of soft tannins and richness.",1011,90,52.0,Burgenland,,,Cabernet Blend,Feiler-Artinger,0
131055,South Africa,"John X. Merriman purchased part of the Rustenberg farm in 1892 (it was subsequently bought by the current owners, the Barlow family, in 1940) and this Cabernet-dominated blend is named after him. As with all Rustenberg wines, this is a fine, structured bottling that's more than New World. Offers smoky fruit, a mineral character, and dry tannins. This has potential to age for at least five years.",John X Merriman,93,30.0,Stellenbosch,,,Bordeaux-style Red Blend,Rustenberg,1
132331,France,"92-94 Barrel sample. A dense wine, very rich and concentrated, the Cabernet Franc tannins giving bitter chocolate and dark structure. Meantime, the fruit is ripe, sweet, packed with blackberry flavors.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château La Tour Figeac,1
132332,France,"92-94 Barrel sample. A fine and spicy wine, the wood toast well integrated with the sweet fruit. Deliciously ripe Merlot vies with the Cabernet tannins to give a dark, complex wine.",Barrel sample,93,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Lilian Ladouys,1
132333,France,"92-94 Barrel sample. Tense, vivid wine, packed with acidity over the freshness. It is taut, but at the same time bright and fresh, finishing with the rich honey showing strongly to finish.",Barrel sample,93,60.0,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Romer du Hayot,1
132334,France,"92-94 Barrel sample. Well balanced wine, the spiced wood integrating well with the rich plum and berry juice fruits. Firm, but generous.",Barrel sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château du Tertre,1
132335,France,"92-94 Barrel sample. Structured, a serious layer of new and toasty wood, the wine solid with dark tannins, chocolate and firm plum skin texture.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Ferrande,1
132336,France,"92-94 Barrel sample. Bold, ripe yellow fruits, sweetness, with a great rich undertow. The whole wine gains from an extra burst of final freshness.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Ferrande,1
132337,France,"92-94 Barrel sample. A rounded wine, its tannins submerged into the ripe fruits. It feels soft, and there is just a bite of alcohol. The structure is soft, generous, opulent.",Barrel sample,93,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Fonbadet,1
132338,France,"92-94 Barrel sample. Spicy wood, ginger and nutmeg, balancing with solid textured black fruits. The wine is rich, a powerhouse of sweet tannins, finishing freshly with black currant juice",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château la Garde,1
132339,France,"92-94 Barrel sample. Great, fresh swathes of Sauvignon Blanc give a delicious herbaceous character to go with the fresh fruits. Good green character, with a light spice from new wood.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château la Louvière,1
132340,France,"92-94 Barrel sample. Big ripe and juicy, with a core of dark spice and wood. The wine is full-bodied, richly fruity.",Barrel sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Lascombes,1
132341,France,"92-94 Barrel sample. Impressively powerful wine, smothered in ripe fruit, with a velvet texture over solid tannins. Fine concentration along with great fruit.",Barrel sample,93,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Latour à Pomerol,1
132342,France,"92-94 Barrel sample. A wine that shows the ripe fruit of the year, but that seems to keep enough freshness. Bold and rich, very spicy wood on top of peach fruit flavors.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Pape Clément,1
132343,France,"92-94 Barrel sample. Smooth, ripe wine, velvet texture and sweet fruits. It has structure under this smooth surface, giving some bright acidity. But the general feel is of richness, super extraction.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Beausejour-Duffau-Lagarrosse,1
132344,France,"92-94 Barrel sample. Wood dominant, smooth tannins and a open, generous texture. This is ripe and full in the mouth.",Barrel sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Branaire-Ducru,1
132345,France,"92-94 Barrel sample. A richly structured wine, smoothed with wood, but based mainly on solid black berries and a firm fruit skin texture. It is big and very fruity.",Barrel sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Brane-Cantenac,1
132346,France,"92-94 Barrel sample. Ripe, initially soft, the sweet fruits bubbling from the glass. There is, of course, a dry element as well, the core very firm and dark, but always juicy.",Barrel sample,93,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Citran,1
132347,France,"92-94 Barrel sample. Very ripe, sweet plums and figs, with plush, sweet fruits and the richest structure.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Faugères,1
132348,France,"92-94 Barrel sample. Big, deep fruit, smoky tannins, but beautifully integrated, rich, packed with plum juice sweetness.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Bellevue,1
132349,France,"92-94 Barrel sample. Big, ripe, juicy wine, the tannins very solid and dark. It has layers of new wood, power and considerable density.",Barrel sample,93,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Camensac,1
132350,France,"92-94 Barrel sample. Dense, with impressive solid tannins and powerful fruit. The wine is smooth at first, then structure comes through with a final dry core.",Barrel sample,93,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château le Bon Pasteur,1
132351,France,"92-94 Barrel sample. Spicy wood here,with stewed pear and ginger, as well as fine berry fruits. The wine is solid, but elegant, with great ripe fruits.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Les Carmes Haut-Brion,1
132352,France,"92-94 Barrel sample. Spiced pears in red wine, an exotic range of sweet berry fruits and nutmeg, along with a solid core of structure. Intriguing wine.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Pape Clément,1
132353,France,"92-94 Barrel sample. This is relatively light, with freshness over the bright spicy acidity. The wine dances almost, with its wood element well integrated. A delicious final freshness, but certainly not weighty.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Figeac,1
132354,France,"92-94 Barrel sample. A beautifully structured wine, offering powerful tannins along with the ripest, perfumed fruit. It balances rich fruit with an intense mineral structure. Impressive",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Les Astéries,1
132355,France,"92-94 Barrel sample. Robust and rich wine, balancing well the rich fruits, flavors of plum juice and sweetness along with very firm, solid tannins.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Carbonnieux,1
132356,France,"92-94 Barrel sample. A wine obviously for aging, with its severe tannins and very mineral character. It is dark, brooding, solidly ripe and powerful, with a great waft of final juiciness.",Barrel sample,93,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Le Crock,1
132357,France,"92-94 Barrel sample. A shiny, ripe and fresh wine, its tannins neatly merged into the blackcurrant fruits. Delicious and fresh, but also sweet.",Barrel sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Prieuré-Lichine,1
132358,France,"92-94 Barrel sample. A smooth, polished wine, with definite elements of new wood as well as a core of firm tannins. The fruit is bright, freshened even more by the acidity.",Barrel sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château d'Arsac,1
132359,France,"92-94 Barrel sample. Packed with sweet fruit, but also structured to balance. The wine shows a satisfying mix of acidity and sweet chocolate flavors.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Grand Corbin-Despagne,1
132630,France,"92-94 Barrel sample. Now owned by Cheval Blanc, this is a big, spicy wine with rich fruit, packed dates, figs and sweet tannins. It is powerful, dense, finishing with great acidity.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Tour de Pin,1
132631,France,"92-94 Barrel sample. A powerful, spice-driven wine, very rich, with a great seasoning of sweet grapefruit and bright, fresh acidity. At the same time, the wine projects richness, intensity.",Barrel sample,93,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Nairac,1
132632,France,"92-94 Barrel sample. Ripe and surprisingly soft, the fruit rich with a touch of milk chocolate, very ripe. It is packed with generous blackberry juice flavors.",Barrel sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Clos du Marquis,1
132633,France,"92-94 Barrel sample. With considerable new wood, this is a complex wine. The wood marches in step with the fresh blackcurrant and ripe fruit flavors to give a wine that is juicy as much as structured.",Barrel sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Chateau Dauzac,1
132634,France,"92-94 Barrel sample. While there is definite high toast here, the structure is firm, showing dark plums, black berries and solid, ripe flavors.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château de Fieuzal,1
132635,France,"92-94 Barrel sample. Bright, crisp wine, lots of vivacious herbal and lemon characters. Very fresh, with delicious apple skin texture.",Barrel sample,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château de Fieuzal,1
132636,France,"92-94 Barrel sample. A rounded wine, its tannins submerged into the ripe fruits. It feels soft, and there is just a bite of alcohol. The structure is soft, generous, opulent.",Barrel sample,93,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Duhart-Milon,1
132637,France,"92-94 Barrel sample. Rich, beautifully structured wine from a 14 acre vineyard. Wood is there for the polish, with acidity and the finest, elegant structure.",Barrel sample,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Sanctus,1
132941,France,"90-92 Barrel sample. A soft wine, beautifully rounded, the fruit open, soft and generous. Great final acidity, with toast and spice.",Barrel sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Beau-Site,1
132942,France,"90-92 Barrel sample. A bright, shiny wine, spiced with blackcurrants and sweet plums, very fruity, dancing with liveliness.",Barrel sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Brillette,1
132943,France,"90-92 Barrel sample. Owned by Château Angélus, a soft and gentle wine, wearing its fruit on its sleeve, the tannins light, followed by a juicy texture.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Daugay,1
132944,France,"90-92 Barrel sample. Dense, smoky tannins over ripe fruit with layers of powerful structure. It is extracted but also well-made.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Clos Magdelaine,1
132945,France,"90-92 Barrel sample. Complex wine, very smooth and polished, the sweet tannins softened by wood. There is a great vanilla character over the wafts of ripe fruit.",Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château La Fleur Peyrabon,1
132946,France,"90-92 Barrel sample. Fresh, full in the mouth wine, the bright Sauvignon character, rounded and given a pear fruit character. Just touched by wood.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château la Garde,1
132947,France,"90-92 Barrel sample. Big, ripe fruits, full of sweet tannins and exotic spice. Balanced, just an extra hint of ripeness.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Larrivet Haut-Brion,1
132948,France,"90-92 Barrel sample. Solid, chunky and rich, with firm tannins, classic blackcurrant fruit, a definite tough edge. Good for aging.",Barrel sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Le Boscq,1
132949,France,"90-92 Barrel sample. Almond aromas, a wine that is dense, rich but also with a strong almond and nut character. It is certainly powerful, dense.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Filhot,1
132950,France,"90-92 Barrel sample. From a vineyard right on the edge of the city of Saint-Emilion, this is a rounded wine, packed with ripe and generous fruit, black cherries and velvet tannins. The finish is very juicy.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Le Carré,1
132951,France,"90-92 Barrel sample. There is wood here, the fruit is fresh, with a lively acidity on top of the core of tannin. A bright, fresh, blackcurrant wine.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château La Serre,1
132952,France,"90-92 Barrel sample. A finely structured wine, its tannins firm but generous. It has some dark characters, black plums and a solid texture, but it is also fired with super-rich fruit.",Barrel sample,91,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Moulin de la Rose,1
132953,France,"90-92 Barrel sample. Power and structure over extreme juicy fruits, with black plum skins, spice from wood and a firm underlay.",Barrel sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Poujeaux,1
132954,France,"90-92 Barrel sample. Under new ownership after the sale by Alain Raynaud, this is now a lighter style of wine. But it does have great acidity, really fresh, with smoky tannins.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Quinault L'Enclos,1
132955,France,"90-92 Barrel sample. Packed with ripe fruits, caramel flavors, lots of wood, solid and well balanced. Good final acidity.",Barrel sample,91,,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Rahoul,1
132956,France,"90-92 Barrel sample. Dense tannins over freshness, the wine is packed with tight, mineral tannins and layered fruit and wood. Maybe a little too extracted.",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Cantemerle,1
132957,France,"90-92 Barrel sample. Dense tannins over delicious blackberry juicy fruit. A finely structured wine, good freshness and sweet aftertaste.",Barrel sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Chasse-Spleen,1
132958,France,"90-92 Barrel sample. Ripe, sweet fruit, lots of smooth tannins, caramel and toast. The fruit is rich, lightly structured with firm tannins showing through.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos des Jacobins,1
132959,France,"90-92 Barrel sample. Very rich in character, but on the dry side, a solid, almost chunky wine, showing depth of spice, apricot and honeyed apple.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Broustet,1
133230,France,"90-92 Barrel sample. Very tight green flavors, herbaceous, with lively fresh fruits, but restrained into a taut, mineral jacket.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Carbonnieux,1
133231,France,90-92 Barrel sample. Tough tannins over juicy fruit. The wine has great ripeness as well as freshness. The intensity of the blackcurrant is considerable.,Barrel sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Cos Labory,1
133232,France,"90-92 Barrel sample. The juicy blackcurrant flavors of the year show through here, the wine a firm balance between juicy fruit and the driest of tannins.",Barrel sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château les Ormes de Pez,1
133233,France,"90-92 Barrel sample. Under the same ownership as Château Ausone, this is a smoky wine, with fresh tannins and blackcurrant fruit flavors that are bursting from the glass. It is beautifully fresh, with plenty of bright acidity.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Moulin Saint-Georges,1
133234,France,"90-92 Barrel sample. Tannin dominated wine, very solid, chunky. It has a very dry, firm core, with the surrounding fruit extracted and tight, just a final hint of juiciness.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Rauzan-Gassies,1
